v_products_model;v_preorder;v_products_name_1;v_products_description_1;v_products_image;v_products_price;v_products_roznica;v_categories_image_1;v_categories_name_1_1;v_categories_image_2;v_categories_name_2_1;v_categories_image_3;v_categories_name_3_1;v_categories_image_4;v_categories_name_4_1;v_categories_image_5;v_categories_name_5_1;v_categories_image_6;v_categories_name_6_1;v_categories_image_7;v_categories_name_7_1;v_manufacturers_name;v_mo_image_1;v_mo_image_2;v_mo_image_3;v_mo_image_4;v_mo_image_5;EOREOR
"DT21210";"no";"Вагина мастурбатор REALSTUFF VIBRATING MASTURBATOR PUSSY";"Мастурбатор выполнен из очень нежного на ощупь материала, очень реалистичная вагина с плотным входом и рельефной  внутренней сруктурой. Компактный размер. Супер мощная вибрация 10 режимов. 5 режимов вибрации и 5 режимов интенсивности.";"DT21210.jpg";"17.72";"1134";"";"МУЖСКИЕ ИГРУШКИ";"";"";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21210-1.jpg";"";"";"";"";EOREOR
"DT21210";"no";"Вагина мастурбатор REALSTUFF VIBRATING MASTURBATOR PUSSY";"Мастурбатор выполнен из очень нежного на ощупь материала, очень реалистичная вагина с плотным входом и рельефной  внутренней сруктурой. Компактный размер. Супер мощная вибрация 10 режимов. 5 режимов вибрации и 5 режимов интенсивности.";"DT21210.jpg";"17.72";"1134";"";"МУЖСКИЕ ИГРУШКИ";"";"ВИБРИРУЮЩИЕ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21210-1.jpg";"";"";"";"";EOREOR
"DT21180";"yes";"MENZSTUFF STUD RING CLEAR";"<ul><li>TPE cockring with beads.</li><li>Maintains the man's erection.</li><li>The beads stimulate the outer parts of the woman's vagina.</li></ul>";"DT21180.jpg";"4.28";"273";"";"КОЛЬЦА";"";"";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21180-1.jpg";"";"";"";"";EOREOR
"T110379";"no";"Плаг Butt Hungry";"Анальный плаг Butt Hungry.  Анальный плаг фиолетового цвета, выполнен в виде тоненького конуса. Доставит вам истинной наслаждение, выполнен из силикона.";"T110379.jpg";"5.84";"373";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПЛАГИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110379-1.jpg";"";"";"";"";EOREOR
"T110471";"no";"Вибромассажер VIBE ALIVE DOLPHIN MINI MASSAGER";"Вибромассажер Vibe Alive wp Mini Massager with Dolphin. Вибромассажер  розового цвета, мини вибромассажер со стимулятором в виде дельфинчика, прекрасно подходит для стимуляции точки G.  многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 10,2 см";"T110471.jpg";"4.13";"264";"";"ВИБРАТОРЫ";"";"ТОЧКА G";"";"";"";"";"";"";"";"";"";"";"NMC";"T110471-1.jpg";"";"";"";"";EOREOR
"T110471";"no";"Вибромассажер VIBE ALIVE DOLPHIN MINI MASSAGER";"Вибромассажер Vibe Alive wp Mini Massager with Dolphin. Вибромассажер  розового цвета, мини вибромассажер со стимулятором в виде дельфинчика, прекрасно подходит для стимуляции точки G.  многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 10,2 см";"T110471.jpg";"4.13";"264";"";"SALE";"";"ИГРУШКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110471-1.jpg";"";"";"";"";EOREOR
"T110486";"no";"Вибромассажер Krypton Stix 5"" massager m/s, BLUE";"Вибромассажер Krypton Stix 5"" massager m/s blue . Вибромассажер  голубого  цвета, гладкий вибромассажер для легкого скольжения. многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 12,7 см";"T110486.jpg";"5.28";"337";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110486-1.jpg";"";"";"";"";EOREOR
"T110491";"no";"Вибромассажер Krypton Stix 6"" massager m/s, BLUE";"Вибромассажер Krypton Stix 6"" massager m/s blue . Вибромассажер  голубого  цвета, гладкий вибромассажер для легкого скольжения. многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 15,2 см";"T110491.jpg";"6.18";"395";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110491-1.jpg";"";"";"";"";EOREOR
"T110492";"no";"Вибромассажер Krypton Stix 7"" massager m/s, PINK";"Вибромассажер Krypton Stix 7"" massager m/s pink . Вибромассажер  фиолетового  цвета, гладкий вибромассажер для легкого скольжения. многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 17,8 см";"T110492.jpg";"6.4";"409";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110492-1.jpg";"";"";"";"";EOREOR
"T110500";"no";"Анальная цепочка Oriental Jelly Butt Beads 10.5, BLUE";"Анальная цепочка голубого цвета. Длина - 26,6 см, диаметр - 2,5 см. Материал - ПВХ.";"T110500.jpg";"4.18";"267";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"БУСИНЫ, ЦЕПОЧКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110500-1.jpg";"";"";"";"";EOREOR
"T110502";"no";"Анальная цепочка Oriental Jelly Butt Beads 10.5"", PURPLE";" Гелевая градуированная анальная цепочка фиолетового  цвета, с кольцом для удобного извлечения. Длина 26,7см.";"T110502.jpg";"3.03";"199";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"БУСИНЫ, ЦЕПОЧКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110502-1.jpg";"";"";"";"";EOREOR
"T110505";"no";"Анальная цепочка Jumbo Jelly Thai Beads Carded, LAVENDER";"Гелевая градуированная анальная цепочка сиреневого  цвета. Вы получите неземное удовольствие!";"T110505.jpg";"3.7";"222";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"БУСИНЫ, ЦЕПОЧКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110505-1.jpg";"";"";"";"";EOREOR
"T75501174Q";"yes";"2PC LACE & MESH HALTER BABYDOLL Q/S";"2 PC Lace and mesh halter babydoll and G-string set.";"T75501174Q.jpg";"22.3";"1427";"";"СЕКС БЕЛЬЕ И КОСТЮМЫ";"";"ПЕНЬЮАРЫ";"";"";"";"";"";"";"";"";"";"";"Rene Rofe Lingerie ";"";"";"";"";"";EOREOR
"T110735";"no";"Вибромассажер LOVECLONE II 6.5DUO DENSITY MS WP VIBR";"Вибромассажер LoveClone II: 6.5""duo density ms wp vibr .  Вибромассажер телесного цвета. Четко выраженная головка, рельефная поверхность для более активной и чувственной стимуляции. Водонепроницаемый, многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 16,5 см";"T110735.jpg";"16.99";"1087";"";"ВИБРАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110735-1.jpg";"";"";"";"";EOREOR
"T110745";"no";"Вибромассажер LOVECLONEII 7.5 DUO DENSITY MS VIBRATOR";"Вибромассажер LoveCloneII 7.5"" duo density ms vibrator  Вибромассажер телесного цвета. Полу закрытая головка, рельефная поверхность для более активной и чувственной стимуляции. Водонепроницаемый, многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 19 см";"T110745.jpg";"22.54";"1442";"";"ВИБРАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110745-1.jpg";"";"";"";"";EOREOR
"T110755";"no";"Вибромассажер AUTHENTIC REACTION DONG 8,5 FLESH DONG";"Вибромассажер Authentic Reaction Dong 8,5"" flesh dong  Вибромассажер телесного цвета. Острая головка, рельефная поверхность для более активной и чувственной стимуляции. Водонепроницаемый, многоскоростной Вибромассажер (3 скорости вибрации) с выносным блоком Длина 21,6  см";"T110755.jpg";"17.99";"829";"";"ВИБРАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110755-1.jpg";"";"";"";"";EOREOR
"T850524";"no";"Анальный стимулятор APOLLO CURVED PROSTATE PROBE, BLACK";"Супер гибкая, прочная и бесшовная пробка. Удобна в использовании.";"T850524.jpg";"8.57";"548";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПЛАГИ";"";"";"";"";"";"";"";"";"";"";"Cal Exotics";"T850524-1.jpg";"";"";"";"";EOREOR
"T110826";"no";"Вибромассажер WICKED WINSTON / AMARAS PLAY THING";"Вибромассажер Wicked Winston / Amara's Play Thing. Вибромассажер черного цвета. Четко выраженная головка, рельефная поверхность для более активной и чувственной стимуляции, гнущийся фаллоимитатор. Водонепроницаемый, многоскоростной Вибромассажер с плавной регулировкой вибрации. Длина 17,8 см";"T110826.jpg";"14.94";"956";"";"ВИБРАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110826-1.jpg";"";"";"";"";EOREOR
"T110832";"no";"Вибромассажер SAMSONS SWINGING DELIGHT 8 INTIM. III";"Вибромассажер Samson's Swinging Delight: 8"" Intim. III Вибромассажер телесного цвета на присоске. Четко выраженная головка, рельефная поверхность для более активной и чувственной стимуляции. Водонепроницаемый, многоскоростной Вибромассажер (3 функции вибрации) с выносным блоком. Длина 21,6 см";"T110832.jpg";"15.96";"969";"";"ВИБРАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"NMC";"T110832-1.jpg";"";"";"";"";EOREOR
"T110848";"no";"Анальная цепочка Peanuts on a String, BLUE";"Анальная цепочка голубого  цвета выполненные в форме шариков на нити, для еще более новых ощущений  с кольцом для удобного извлечения.  Эти шарики подарят Вам невероятное наслаждение";"T110848.jpg";"4.87";"311";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"БУСИНЫ, ЦЕПОЧКИ";"";"";"";"";"";"";"";"";"";"";"Tonga";"";"";"";"";"";EOREOR
